"","movie_index","original_title","moviesynthesis","neigbhoors"
3614,3614,"Saved!","{'movie_id':'13193','original_title':'Saved!','overview':'Teenage Mary Cummings; who has °been Born Again her whole life;° is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica; the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s °perfect Christian boyfriend° Dean tells her; as they’re swimming underwater; that he thinks he°s gay.','tagline':' ','main_category':'Drama','homepage':'http://www.savedmovie.com/'}","{'neighb1':'2164','neighb2':'2709','neighb3':'2697','neighb4':'3125','neighb5':'2844'}"
3615,3615,"Les Invasions barbares","{'movie_id':'11042','original_title':'Les Invasions barbares','overview':'In this belated sequel to °The Decline of the American Empire°; 50-something Montreal college professor; Remy; learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise; who asks their estranged son Sebastian; a successful businessman living in London; to come home. Sebastian makes the impossible happen; using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end; while he also tries to reunite his former friends; Pierre; Alain; Dominique; Diane; and Claude to see their old friend before he passes on.','tagline':'A provocative new comedy about sex; friendship; and all other things that invade our lives.','main_category':'Crime','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3709','neighb2':'4136','neighb3':'3470','neighb4':'2393','neighb5':'2858'}"
3616,3616,"Robin and Marian","{'movie_id':'10786','original_title':'Robin and Marian','overview':'Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out; in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades; Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who°s joined a nunnery!','tagline':'Love is the greatest adventure of all.','main_category':'Adventure','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'2474','neighb2':'1460','neighb3':'1433','neighb4':'535','neighb5':'2708'}"
3617,3617,"The Forsaken","{'movie_id':'12484','original_title':'The Forsaken','overview':'A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.','tagline':'The night... has an appetite.','main_category':'Adventure','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'4353','neighb2':'1645','neighb3':'3227','neighb4':'3205','neighb5':'2898'}"
3618,3618,"Force 10 from Navarone","{'movie_id':'17339','original_title':'Force 10 from Navarone','overview':'Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10; which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.','tagline':' ','main_category':'Adventure','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'794','neighb2':'1106','neighb3':'1027','neighb4':'627','neighb5':'687'}"
3619,3619,"UHF","{'movie_id':'11959','original_title':'UHF','overview':'The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.','tagline':'A lot of TV stations have forgotten what °quality° means; but not Channel 62. They NEVER knew what it meant.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3769','neighb2':'4141','neighb3':'4362','neighb4':'3721','neighb5':'4482'}"
3620,3620,"Grandma°s Boy","{'movie_id':'9900','original_title':'Grandma°s Boy','overview':'Even though he°s 35; Alex acts more like he°s 13; spending his days as the world°s oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.','tagline':'A movie that proves you°re never too old to come of age.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'4485','neighb2':'4290','neighb3':'3459','neighb4':'4075','neighb5':'4183'}"
3621,3621,"Slums of Beverly Hills","{'movie_id':'14662','original_title':'Slums of Beverly Hills','overview':'In 1976; a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.','tagline':'Growing Up is Hard to Do','main_category':'Drama','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3629','neighb2':'3822','neighb3':'3181','neighb4':'2634','neighb5':'4634'}"
3622,3622,"C°era una volta il West","{'movie_id':'335','original_title':'C°era una volta il West','overview':'This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.','tagline':'There were three men in her life. One to take her... one to love her... and one to kill her.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'4672','neighb2':'3589','neighb3':'2344','neighb4':'4595','neighb5':'1378'}"
3623,3623,"Made","{'movie_id':'15745','original_title':'Made','overview':'Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.','tagline':'Welcome to disorganized crime.','main_category':'Comedy','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3151','neighb2':'3397','neighb3':'3108','neighb4':'4249','neighb5':'2803'}"
3624,3624,"Moon","{'movie_id':'17431','original_title':'Moon','overview':'With only three weeks left in his three year contract; Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant; GERTY. When he has an accident however; he wakens to find that he is not alone.','tagline':'The last place you°d ever expect to find yourself.','main_category':'Drama','homepage':'http://www.sonyclassics.com/moon/'}","{'neighb1':'1762','neighb2':'2638','neighb3':'2389','neighb4':'4039','neighb5':'2654'}"
3625,3625,"Keeping Up with the Steins","{'movie_id':'21014','original_title':'Keeping Up with the Steins','overview':'All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block; they begin to see that they°re much more alike than they°d originally thought.','tagline':'A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3781','neighb2':'3951','neighb3':'4021','neighb4':'4673','neighb5':'4263'}"
3626,3626,"Sea Rex 3D; Journey to a Prehistoric World","{'movie_id':'78394','original_title':'Sea Rex 3D; Journey to a Prehistoric World','overview':'Through the power of IMAX 3D; experience a wondrous adventure from the dinosaur age. Join Julie; an imaginative young woman; in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!','tagline':'The T-Rex of the Seas come alive.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3551','neighb2':'4120','neighb3':'3346','neighb4':'3395','neighb5':'3324'}"
3627,3627,"The Sweet Hereafter","{'movie_id':'10217','original_title':'The Sweet Hereafter','overview':'A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors° and victims° families prepare a class-action suit; but his efforts only seem to push the townspeople further apart. At the same time; one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.','tagline':'There is no such thing as the simple truth.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'4288','neighb2':'2305','neighb3':'3178','neighb4':'4346','neighb5':'3638'}"
3628,3628,"Des hommes et des dieux","{'movie_id':'46332','original_title':'Des hommes et des dieux','overview':'French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria; where they live in harmony with the largely muslim population. When a bloody conflict between Algeria°s army and Muslim Jihadi insurgents disrupts the peace; they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions; eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.','tagline':'In the face of terror; their greatest weapon was faith...','main_category':'History','homepage':'http://www.sonyclassics.com/ofgodsandmen/'}","{'neighb1':'3032','neighb2':'2192','neighb3':'3487','neighb4':'3934','neighb5':'2009'}"
3629,3629,"Bottle Shock","{'movie_id':'13996','original_title':'Bottle Shock','overview':'Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley; the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself; he sets about getting the booze back to Paris.','tagline':'Based on a true story of love; victory; and fermentation','main_category':'Drama','homepage':'http://www.bottleshockthemovie.com/'}","{'neighb1':'3621','neighb2':'3822','neighb3':'3181','neighb4':'2634','neighb5':'4634'}"
3630,3630,"Jekyll and Hyde ... Together Again","{'movie_id':'3028','original_title':'Jekyll and Hyde ... Together Again','overview':'Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.','tagline':'The comedy that examines modern living through chemistry','main_category':'Horror','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'4558','neighb2':'526','neighb3':'763','neighb4':'2929','neighb5':'1614'}"
